X,Y,Bouguer
264,384,-33.33001281
272,384,-31.31108354
280,384,-29.29172902
288,384,-27.27207457
296,384,-25.25221068
304,384,-23.23220198
312,384,-21.21209417
320,384,-19.19191919
328,384,-17.17171717
336,384,-15.15151515
344,384,-13.13131313
352,384,-11.11111111
360,384,-9.090909091
368,384,-7.070707071
376,384,-5.050505051
384,384,-3.03030303
392,384,-1.01010101
400,384,1.01010101
408,384,3.03030303
416,384,5.050505051
424,384,7.070707071
432,384,9.090909091
440,384,11.11111111
448,384,13.13131313
456,384,15.15151515
464,384,17.17171717
472,384,19.19191919
480,384,21.21209417
488,384,23.23220198
496,384,25.25221068
504,384,27.27207457
512,384,29.29172902
520,384,31.31108354
528,384,33.33001281
536,384,35.34834512
544,384,37.36584776
552,384,39.38220874
560,384,41.39701436
568,384,43.40972201
576,384,45.41962791
584,384,47.42582931
592,384,49.42718118
600,384,51.42224762
608,384,53.40924844
616,384,55.38600196
624,384,57.3498656
632,384,59.29767627
640,384,61.22569309
648,384,63.12954569
656,384,65.00419157
664,384,66.84388632
672,384,68.64217091
680,384,70.3918796
688,384,72.08517228
696,384,73.71359378
704,384,75.26816209
712,384,76.73948613
720,384,78.11791192
728,384,79.39369493
736,384,80.55719408
744,384,81.59908191
752,384,82.51056339
760,384,83.28359543
768,384,83.91109775
776,384,84.38714631
784,384,84.70714038
792,384,84.86793539
0,392,-84.86793539
8,392,-84.70714038
16,392,-84.38714631
24,392,-83.91109775
32,392,-83.28359543
40,392,-82.51056339
48,392,-81.59908191
56,392,-80.55719408
64,392,-79.39369493
72,392,-78.11791192
80,392,-76.73948613
88,392,-75.26816209
96,392,-73.71359378
104,392,-72.08517228
112,392,-70.3918796
120,392,-68.64217091
128,392,-66.84388632
136,392,-65.00419157
144,392,-63.12954569
152,392,-61.22569309
160,392,-59.29767627
168,392,-57.3498656
176,392,-55.38600196
184,392,-53.40924844
192,392,-51.42224762
200,392,-49.42718118
208,392,-47.42582931
216,392,-45.41962791
224,392,-43.40972201
232,392,-41.39701436
240,392,-39.38220874
248,392,-37.36584776
256,392,-35.34834512
264,392,-33.33001281
272,392,-31.31108354
280,392,-29.29172902
288,392,-27.27207457
296,392,-25.25221068
304,392,-23.23220198
312,392,-21.21209417
320,392,-19.19191919
328,392,-17.17171717
336,392,-15.15151515
344,392,-13.13131313
352,392,-11.11111111
360,392,-9.090909091
368,392,-7.070707071
376,392,-5.050505051
384,392,-3.03030303
392,392,-1.01010101
400,392,1.01010101
408,392,3.03030303
416,392,5.050505051
424,392,7.070707071
432,392,9.090909091
440,392,11.11111111
448,392,13.13131313
456,392,15.15151515
464,392,17.17171717
472,392,19.19191919
480,392,21.21209417
488,392,23.23220198
496,392,25.25221068
504,392,27.27207457
512,392,29.29172902
520,392,31.31108354
528,392,33.33001281
536,392,35.34834512
544,392,37.36584776
552,392,39.38220874
560,392,41.39701436
568,392,43.40972201
576,392,45.41962791
584,392,47.42582931
592,392,49.42718118
600,392,51.42224762
608,392,53.40924844
616,392,55.38600196
624,392,57.3498656
632,392,59.29767627
640,392,61.22569309
648,392,63.12954569
656,392,65.00419157
664,392,66.84388632
672,392,68.64217091
680,392,70.3918796
688,392,72.08517228
696,392,73.71359378
704,392,75.26816209
712,392,76.73948613
720,392,78.11791192
728,392,79.39369493
736,392,80.55719408
744,392,81.59908191
752,392,82.51056339
760,392,83.28359543
768,392,83.91109775
776,392,84.38714631
784,392,84.70714038
792,392,84.86793539
0,400,-84.86793539
8,400,-84.70714038
16,400,-84.38714631
24,400,-83.91109775
32,400,-83.28359543
40,400,-82.51056339
48,400,-81.59908191
56,400,-80.55719408
64,400,-79.39369493
72,400,-78.11791192
80,400,-76.73948613
88,400,-75.26816209
96,400,-73.71359378
104,400,-72.08517228
112,400,-70.3918796
120,400,-68.64217091
128,400,-66.84388632
136,400,-65.00419157
144,400,-63.12954569
152,400,-61.22569309
160,400,-59.29767627
168,400,-57.3498656
176,400,-55.38600196
184,400,-53.40924844
192,400,-51.42224762
200,400,-49.42718118
208,400,-47.42582931
216,400,-45.41962791
224,400,-43.40972201
232,400,-41.39701436
240,400,-39.38220874
248,400,-37.36584776
256,400,-35.34834512
264,400,-33.33001281
272,400,-31.31108354
280,400,-29.29172902
288,400,-27.27207457
296,400,-25.25221068
304,400,-23.23220198
312,400,-21.21209417
320,400,-19.19191919
328,400,-17.17171717
336,400,-15.15151515
344,400,-13.13131313
352,400,-11.11111111
360,400,-9.090909091
368,400,-7.070707071
376,400,-5.050505051
384,400,-3.03030303
392,400,-1.01010101
400,400,1.01010101
408,400,3.03030303
416,400,5.050505051
424,400,7.070707071
432,400,9.090909091
440,400,11.11111111
448,400,13.13131313
456,400,15.15151515
464,400,17.17171717
472,400,19.19191919
480,400,21.21209417
488,400,23.23220198
496,400,25.25221068
504,400,27.27207457
512,400,29.29172902
520,400,31.31108354
528,400,33.33001281
536,400,35.34834512
544,400,37.36584776
552,400,39.38220874
560,400,41.39701436
568,400,43.40972201
576,400,45.41962791
584,400,47.42582931
592,400,49.42718118
600,400,51.42224762
608,400,53.40924844
616,400,55.38600196
624,400,57.3498656
632,400,59.29767627
640,400,61.22569309
648,400,63.12954569
656,400,65.00419157
664,400,66.84388632
672,400,68.64217091
680,400,70.3918796
688,400,72.08517228
696,400,73.71359378
704,400,75.26816209
712,400,76.73948613
720,400,78.11791192
728,400,79.39369493
736,400,80.55719408
744,400,81.59908191
752,400,82.51056339
760,400,83.28359543
768,400,83.91109775
776,400,84.38714631
784,400,84.70714038
792,400,84.86793539
0,408,-84.86793539
8,408,-84.70714038
16,408,-84.38714631
24,408,-83.91109775
32,408,-83.28359543
40,408,-82.51056339
48,408,-81.59908191
56,408,-80.55719408
64,408,-79.39369493
72,408,-78.11791192
80,408,-76.73948613
88,408,-75.26816209
96,408,-73.71359378
104,408,-72.08517228
112,408,-70.3918796
120,408,-68.64217091
128,408,-66.84388632
136,408,-65.00419157
144,408,-63.12954569
152,408,-61.22569309
160,408,-59.29767627
168,408,-57.3498656
176,408,-55.38600196
184,408,-53.40924844
192,408,-51.42224762
200,408,-49.42718118
208,408,-47.42582931
216,408,-45.41962791
224,408,-43.40972201
232,408,-41.39701436
240,408,-39.38220874
248,408,-37.36584776
256,408,-35.34834512
264,408,-33.33001281
272,408,-31.31108354
280,408,-29.29172902
288,408,-27.27207457
296,408,-25.25221068
304,408,-23.23220198
312,408,-21.21209417
320,408,-19.19191919
328,408,-17.17171717
336,408,-15.15151515
344,408,-13.13131313
352,408,-11.11111111
360,408,-9.090909091
368,408,-7.070707071
376,408,-5.050505051
384,408,-3.03030303
392,408,-1.01010101
400,408,1.01010101
408,408,3.03030303
416,408,5.050505051
424,408,7.070707071
432,408,9.090909091
440,408,11.11111111
448,408,13.13131313
456,408,15.15151515
464,408,17.17171717
472,408,19.19191919
480,408,21.21209417
488,408,23.23220198
496,408,25.25221068
504,408,27.27207457
512,408,29.29172902
520,408,31.31108354
528,408,33.33001281
536,408,35.34834512
544,408,37.36584776
552,408,39.38220874
560,408,41.39701436
568,408,43.40972201
576,408,45.41962791
584,408,47.42582931
592,408,49.42718118
600,408,51.42224762
608,408,53.40924844
616,408,55.38600196
624,408,57.3498656
632,408,59.29767627
640,408,61.22569309
648,408,63.12954569
656,408,65.00419157
664,408,66.84388632
672,408,68.64217091
680,408,70.3918796
688,408,72.08517228
696,408,73.71359378
704,408,75.26816209
712,408,76.73948613
720,408,78.11791192
728,408,79.39369493
736,408,80.55719408
744,408,81.59908191
752,408,82.51056339
760,408,83.28359543
768,408,83.91109775
776,408,84.38714631
784,408,84.70714038
792,408,84.86793539
0,416,-84.86793539
8,416,-84.70714038
16,416,-84.38714631
24,416,-83.91109775
32,416,-83.28359543
40,416,-82.51056339
48,416,-81.59908191
56,416,-80.55719408
64,416,-79.39369493
72,416,-78.11791192
80,416,-76.73948613
88,416,-75.26816209
96,416,-73.71359378
104,416,-72.08517228
112,416,-70.3918796
120,416,-68.64217091
128,416,-66.84388632
136,416,-65.00419157
144,416,-63.12954569
152,416,-61.22569309
160,416,-59.29767627
168,416,-57.3498656
176,416,-55.38600196
184,416,-53.40924844
192,416,-51.42224762
200,416,-49.42718118
208,416,-47.42582931
216,416,-45.41962791
224,416,-43.40972201
232,416,-41.39701436
240,416,-39.38220874
248,416,-37.36584776
256,416,-35.34834512
264,416,-33.33001281
272,416,-31.31108354
280,416,-29.29172902
288,416,-27.27207457
296,416,-25.25221068
304,416,-23.23220198
312,416,-21.21209417
320,416,-19.19191919
328,416,-17.17171717
336,416,-15.15151515
344,416,-13.13131313
352,416,-11.11111111
360,416,-9.090909091
368,416,-7.070707071
376,416,-5.050505051
384,416,-3.03030303
392,416,-1.01010101
400,416,1.01010101
408,416,3.03030303
416,416,5.050505051
424,416,7.070707071
432,416,9.090909091
440,416,11.11111111
448,416,13.13131313
456,416,15.15151515
464,416,17.17171717
472,416,19.19191919
480,416,21.21209417
488,416,23.23220198
496,416,25.25221068
504,416,27.27207457
512,416,29.29172902
520,416,31.31108354
528,416,33.33001281
536,416,35.34834512
544,416,37.36584776
552,416,39.38220874
560,416,41.39701436
568,416,43.40972201
576,416,45.41962791
584,416,47.42582931
592,416,49.42718118
600,416,51.42224762
608,416,53.40924844
616,416,55.38600196
624,416,57.3498656
632,416,59.29767627
640,416,61.22569309
648,416,63.12954569
656,416,65.00419157
664,416,66.84388632
672,416,68.64217091
680,416,70.3918796
688,416,72.08517228
696,416,73.71359378
704,416,75.26816209
712,416,76.73948613
720,416,78.11791192
728,416,79.39369493
736,416,80.55719408
744,416,81.59908191
752,416,82.51056339
760,416,83.28359543
768,416,83.91109775
776,416,84.38714631
784,416,84.70714038
792,416,84.86793539
0,424,-84.86793539
8,424,-84.70714038
16,424,-84.38714631
24,424,-83.91109775
32,424,-83.28359543
40,424,-82.51056339
48,424,-81.59908191
56,424,-80.55719408
64,424,-79.39369493
72,424,-78.11791192
80,424,-76.73948613
88,424,-75.26816209
96,424,-73.71359378
104,424,-72.08517228
112,424,-70.3918796
120,424,-68.64217091
128,424,-66.84388632
136,424,-65.00419157
144,424,-63.12954569
152,424,-61.22569309
160,424,-59.29767627
168,424,-57.3498656
176,424,-55.38600196
184,424,-53.40924844
192,424,-51.42224762
200,424,-49.42718118
208,424,-47.42582931
216,424,-45.41962791
224,424,-43.40972201
232,424,-41.39701436
240,424,-39.38220874
248,424,-37.36584776
256,424,-35.34834512
264,424,-33.33001281
272,424,-31.31108354
280,424,-29.29172902
288,424,-27.27207457
296,424,-25.25221068
304,424,-23.23220198
312,424,-21.21209417
320,424,-19.19191919
328,424,-17.17171717
336,424,-15.15151515
344,424,-13.13131313
352,424,-11.11111111
360,424,-9.090909091
368,424,-7.070707071
376,424,-5.050505051
384,424,-3.03030303
392,424,-1.01010101
400,424,1.01010101
408,424,3.03030303
416,424,5.050505051
424,424,7.070707071
432,424,9.090909091
440,424,11.11111111
448,424,13.13131313
456,424,15.15151515
464,424,17.17171717
472,424,19.19191919
480,424,21.21209417
488,424,23.23220198
496,424,25.25221068
504,424,27.27207457
512,424,29.29172902
520,424,31.31108354
528,424,33.33001281
536,424,35.34834512
544,424,37.36584776
552,424,39.38220874
560,424,41.39701436
568,424,43.40972201
576,424,45.41962791
584,424,47.42582931
592,424,49.42718118
600,424,51.42224762
608,424,53.40924844
616,424,55.38600196
624,424,57.3498656
632,424,59.29767627
640,424,61.22569309
648,424,63.12954569
656,424,65.00419157
664,424,66.84388632
672,424,68.64217091
680,424,70.3918796
688,424,72.08517228
696,424,73.71359378
704,424,75.26816209
712,424,76.73948613
720,424,78.11791192
728,424,79.39369493
736,424,80.55719408
744,424,81.59908191
752,424,82.51056339
760,424,83.28359543
768,424,83.91109775
776,424,84.38714631
784,424,84.70714038
792,424,84.86793539
0,432,-84.86793539
8,432,-84.70714038
16,432,-84.38714631
24,432,-83.91109775
32,432,-83.28359543
40,432,-82.51056339
48,432,-81.59908191
56,432,-80.55719408
64,432,-79.39369493
72,432,-78.11791192
80,432,-76.73948613
88,432,-75.26816209
96,432,-73.71359378
104,432,-72.08517228
112,432,-70.3918796
120,432,-68.64217091
128,432,-66.84388632
136,432,-65.00419157
144,432,-63.12954569
152,432,-61.22569309
160,432,-59.29767627
168,432,-57.3498656
176,432,-55.38600196
184,432,-53.40924844
192,432,-51.42224762
200,432,-49.42718118
208,432,-47.42582931
216,432,-45.41962791
224,432,-43.40972201
232,432,-41.39701436
240,432,-39.38220874
248,432,-37.36584776
256,432,-35.34834512
264,432,-33.33001281
272,432,-31.31108354
280,432,-29.29172902
288,432,-27.27207457
296,432,-25.25221068
304,432,-23.23220198
312,432,-21.21209417
320,432,-19.19191919
328,432,-17.17171717
336,432,-15.15151515
344,432,-13.13131313
352,432,-11.11111111
360,432,-9.090909091
368,432,-7.070707071
376,432,-5.050505051
384,432,-3.03030303
392,432,-1.01010101
400,432,1.01010101
408,432,3.03030303
416,432,5.050505051
424,432,7.070707071
432,432,9.090909091
440,432,11.11111111
448,432,13.13131313
456,432,15.15151515
464,432,17.17171717
472,432,19.19191919
480,432,21.21209417
488,432,23.23220198
496,432,25.25221068
504,432,27.27207457
512,432,29.29172902
520,432,31.31108354
528,432,33.33001281
536,432,35.34834512
544,432,37.36584776
552,432,39.38220874
560,432,41.39701436
568,432,43.40972201
576,432,45.41962791
584,432,47.42582931
592,432,49.42718118
600,432,51.42224762
608,432,53.40924844
616,432,55.38600196
624,432,57.3498656
632,432,59.29767627
640,432,61.22569309
648,432,63.12954569
656,432,65.00419157
664,432,66.84388632
672,432,68.64217091
680,432,70.3918796
688,432,72.08517228
696,432,73.71359378
704,432,75.26816209
712,432,76.73948613
720,432,78.11791192
728,432,79.39369493
736,432,80.55719408
744,432,81.59908191
752,432,82.51056339
760,432,83.28359543
768,432,83.91109775
776,432,84.38714631
784,432,84.70714038
792,432,84.86793539
0,440,-84.86793539
8,440,-84.70714038
16,440,-84.38714631
24,440,-83.91109775
32,440,-83.28359543
40,440,-82.51056339
48,440,-81.59908191
56,440,-80.55719408
64,440,-79.39369493
72,440,-78.11791192
80,440,-76.73948613
88,440,-75.26816209
96,440,-73.71359378
104,440,-72.08517228
112,440,-70.3918796
120,440,-68.64217091
128,440,-66.84388632
136,440,-65.00419157
144,440,-63.12954569
152,440,-61.22569309
160,440,-59.29767627
168,440,-57.3498656
176,440,-55.38600196
184,440,-53.40924844
192,440,-51.42224762
200,440,-49.42718118
208,440,-47.42582931
216,440,-45.41962791
224,440,-43.40972201
232,440,-41.39701436
240,440,-39.38220874
248,440,-37.36584776
256,440,-35.34834512
264,440,-33.33001281
272,440,-31.31108354
280,440,-29.29172902
288,440,-27.27207457
296,440,-25.25221068
304,440,-23.23220198
312,440,-21.21209417
320,440,-19.19191919
328,440,-17.17171717
336,440,-15.15151515
344,440,-13.13131313
352,440,-11.11111111
360,440,-9.090909091
368,440,-7.070707071
376,440,-5.050505051
384,440,-3.03030303
392,440,-1.01010101
400,440,1.01010101
408,440,3.03030303
416,440,5.050505051
424,440,7.070707071
432,440,9.090909091
440,440,11.11111111
448,440,13.13131313
456,440,15.15151515
464,440,17.17171717
472,440,19.19191919
480,440,21.21209417
488,440,23.23220198
496,440,25.25221068
504,440,27.27207457
512,440,29.29172902
520,440,31.31108354
528,440,33.33001281
536,440,35.34834512
544,440,37.36584776
552,440,39.38220874
560,440,41.39701436
568,440,43.40972201
576,440,45.41962791
584,440,47.42582931
592,440,49.42718118
600,440,51.42224762
608,440,53.40924844
616,440,55.38600196
624,440,57.3498656
632,440,59.29767627
640,440,61.22569309
648,440,63.12954569
656,440,65.00419157
664,440,66.84388632
672,440,68.64217091
680,440,70.3918796
688,440,72.08517228
696,440,73.71359378
704,440,75.26816209
712,440,76.73948613
720,440,78.11791192
728,440,79.39369493
736,440,80.55719408
744,440,81.59908191
752,440,82.51056339
760,440,83.28359543
768,440,83.91109775
776,440,84.38714631
784,440,84.70714038
792,440,84.86793539
0,448,-84.86793539
8,448,-84.70714038
16,448,-84.38714631
24,448,-83.91109775
32,448,-83.28359543
40,448,-82.51056339
48,448,-81.59908191
56,448,-80.55719408
64,448,-79.39369493
72,448,-78.11791192
80,448,-76.73948613
88,448,-75.26816209
96,448,-73.71359378
104,448,-72.08517228
112,448,-70.3918796
120,448,-68.64217091
128,448,-66.84388632
136,448,-65.00419157
144,448,-63.12954569
152,448,-61.22569309
160,448,-59.29767627
168,448,-57.3498656
176,448,-55.38600196
184,448,-53.40924844
192,448,-51.42224762
200,448,-49.42718118
208,448,-47.42582931
216,448,-45.41962791
224,448,-43.40972201
232,448,-41.39701436
240,448,-39.38220874
248,448,-37.36584776
256,448,-35.34834512
264,448,-33.33001281
272,448,-31.31108354
280,448,-29.29172902
288,448,-27.27207457
296,448,-25.25221068
304,448,-23.23220198
312,448,-21.21209417
320,448,-19.19191919
328,448,-17.17171717
336,448,-15.15151515
344,448,-13.13131313
352,448,-11.11111111
360,448,-9.090909091
368,448,-7.070707071
376,448,-5.050505051
384,448,-3.03030303
392,448,-1.01010101
400,448,1.01010101
408,448,3.03030303
416,448,5.050505051
424,448,7.070707071
432,448,9.090909091
440,448,11.11111111
448,448,13.13131313
456,448,15.15151515
464,448,17.17171717
472,448,19.19191919
480,448,21.21209417
488,448,23.23220198
496,448,25.25221068
504,448,27.27207457
512,448,29.29172902
520,448,31.31108354
528,448,33.33001281
536,448,35.34834512
544,448,37.36584776
552,448,39.38220874
560,448,41.39701436
568,448,43.40972201
576,448,45.41962791
584,448,47.42582931
592,448,49.42718118
600,448,51.42224762
608,448,53.40924844
616,448,55.38600196
624,448,57.3498656
632,448,59.29767627
640,448,61.22569309
648,448,63.12954569
656,448,65.00419157
664,448,66.84388632
672,448,68.64217091
680,448,70.3918796
688,448,72.08517228
696,448,73.71359378
704,448,75.26816209
712,448,76.73948613
720,448,78.11791192
728,448,79.39369493
736,448,80.55719408
744,448,81.59908191
752,448,82.51056339
760,448,83.28359543
768,448,83.91109775
776,448,84.38714631
784,448,84.70714038
792,448,84.86793539
0,456,-84.86793539
8,456,-84.70714038
16,456,-84.38714631
24,456,-83.91109775
32,456,-83.28359543
40,456,-82.51056339
48,456,-81.59908191
56,456,-80.55719408
64,456,-79.39369493
72,456,-78.11791192
80,456,-76.73948613
88,456,-75.26816209
96,456,-73.71359378
104,456,-72.08517228
112,456,-70.3918796
120,456,-68.64217091
128,456,-66.84388632
136,456,-65.00419157
144,456,-63.12954569
152,456,-61.22569309
160,456,-59.29767627
168,456,-57.3498656
176,456,-55.38600196
184,456,-53.40924844
192,456,-51.42224762
200,456,-49.42718118
208,456,-47.42582931
216,456,-45.41962791
224,456,-43.40972201
232,456,-41.39701436
240,456,-39.38220874
248,456,-37.36584776
256,456,-35.34834512
264,456,-33.33001281
272,456,-31.31108354
280,456,-29.29172902
288,456,-27.27207457
296,456,-25.25221068
304,456,-23.23220198
312,456,-21.21209417
320,456,-19.19191919
328,456,-17.17171717
336,456,-15.15151515
344,456,-13.13131313
352,456,-11.11111111
360,456,-9.090909091
368,456,-7.070707071
376,456,-5.050505051
384,456,-3.03030303
392,456,-1.01010101
400,456,1.01010101
408,456,3.03030303
416,456,5.050505051
424,456,7.070707071
432,456,9.090909091
440,456,11.11111111
448,456,13.13131313
456,456,15.15151515
464,456,17.17171717
472,456,19.19191919
480,456,21.21209417
488,456,23.23220198
496,456,25.25221068
504,456,27.27207457
512,456,29.29172902
520,456,31.31108354
528,456,33.33001281
536,456,35.34834512
544,456,37.36584776
552,456,39.38220874
560,456,41.39701436
568,456,43.40972201
576,456,45.41962791
584,456,47.42582931
592,456,49.42718118
600,456,51.42224762
608,456,53.40924844
616,456,55.38600196
624,456,57.3498656
632,456,59.29767627
640,456,61.22569309
648,456,63.12954569
656,456,65.00419157
664,456,66.84388632
672,456,68.64217091
680,456,70.3918796
688,456,72.08517228
696,456,73.71359378
704,456,75.26816209
712,456,76.73948613
720,456,78.11791192
728,456,79.39369493
736,456,80.55719408
744,456,81.59908191
752,456,82.51056339
760,456,83.28359543
768,456,83.91109775
776,456,84.38714631
784,456,84.70714038
792,456,84.86793539
0,464,-84.86793539
8,464,-84.70714038
16,464,-84.38714631
24,464,-83.91109775
32,464,-83.28359543
40,464,-82.51056339
48,464,-81.59908191
56,464,-80.55719408
64,464,-79.39369493
72,464,-78.11791192
80,464,-76.73948613
88,464,-75.26816209
96,464,-73.71359378
104,464,-72.08517228
112,464,-70.3918796
120,464,-68.64217091
128,464,-66.84388632
136,464,-65.00419157
144,464,-63.12954569
152,464,-61.22569309
160,464,-59.29767627
168,464,-57.3498656
176,464,-55.38600196
184,464,-53.40924844
192,464,-51.42224762
200,464,-49.42718118
208,464,-47.42582931
216,464,-45.41962791
224,464,-43.40972201
232,464,-41.39701436
240,464,-39.38220874
248,464,-37.36584776
256,464,-35.34834512
264,464,-33.33001281
272,464,-31.31108354
280,464,-29.29172902
288,464,-27.27207457
296,464,-25.25221068
304,464,-23.23220198
312,464,-21.21209417
320,464,-19.19191919
328,464,-17.17171717
336,464,-15.15151515
344,464,-13.13131313
352,464,-11.11111111
360,464,-9.090909091
368,464,-7.070707071
376,464,-5.050505051
384,464,-3.03030303
392,464,-1.01010101
400,464,1.01010101
408,464,3.03030303
416,464,5.050505051
424,464,7.070707071
432,464,9.090909091
440,464,11.11111111
448,464,13.13131313
456,464,15.15151515
464,464,17.17171717
472,464,19.19191919
480,464,21.21209417
488,464,23.23220198
496,464,25.25221068
504,464,27.27207457
512,464,29.29172902
520,464,31.31108354
528,464,33.33001281
536,464,35.34834512
544,464,37.36584776
552,464,39.38220874
560,464,41.39701436
568,464,43.40972201
576,464,45.41962791
584,464,47.42582931
592,464,49.42718118
600,464,51.42224762
608,464,53.40924844
616,464,55.38600196
624,464,57.3498656
632,464,59.29767627
640,464,61.22569309
648,464,63.12954569
656,464,65.00419157
664,464,66.84388632
672,464,68.64217091
680,464,70.3918796
688,464,72.08517228
696,464,73.71359378
704,464,75.26816209
712,464,76.73948613
720,464,78.11791192
728,464,79.39369493
736,464,80.55719408
744,464,81.59908191
752,464,82.51056339
760,464,83.28359543
768,464,83.91109775
776,464,84.38714631
784,464,84.70714038
792,464,84.86793539
0,472,-84.86793539
8,472,-84.70714038
16,472,-84.38714631
24,472,-83.91109775
32,472,-83.28359543
40,472,-82.51056339
48,472,-81.59908191
56,472,-80.55719408
64,472,-79.39369493
72,472,-78.11791192
80,472,-76.73948613
88,472,-75.26816209
96,472,-73.71359378
104,472,-72.08517228
112,472,-70.3918796
120,472,-68.64217091
128,472,-66.84388632
136,472,-65.00419157
144,472,-63.12954569
152,472,-61.22569309
160,472,-59.29767627
168,472,-57.3498656
176,472,-55.38600196
184,472,-53.40924844
192,472,-51.42224762
200,472,-49.42718118
208,472,-47.42582931
216,472,-45.41962791
224,472,-43.40972201
232,472,-41.39701436
240,472,-39.38220874
248,472,-37.36584776
256,472,-35.34834512
264,472,-33.33001281
272,472,-31.31108354
280,472,-29.29172902
288,472,-27.27207457
296,472,-25.25221068
304,472,-23.23220198
312,472,-21.21209417
320,472,-19.19191919
328,472,-17.17171717
336,472,-15.15151515
344,472,-13.13131313
352,472,-11.11111111
360,472,-9.090909091
368,472,-7.070707071
376,472,-5.050505051
384,472,-3.03030303
392,472,-1.01010101
400,472,1.01010101
408,472,3.03030303
416,472,5.050505051
424,472,7.070707071
432,472,9.090909091
440,472,11.11111111
448,472,13.13131313
456,472,15.15151515
464,472,17.17171717
472,472,19.19191919
480,472,21.21209417
488,472,23.23220198
496,472,25.25221068
504,472,27.27207457
512,472,29.29172902
520,472,31.31108354
528,472,33.33001281
536,472,35.34834512
544,472,37.36584776
552,472,39.38220874
560,472,41.39701436
568,472,43.40972201
576,472,45.41962791
584,472,47.42582931
592,472,49.42718118
600,472,51.42224762
608,472,53.40924844
616,472,55.38600196
624,472,57.3498656
632,472,59.29767627
640,472,61.22569309
648,472,63.12954569
656,472,65.00419157
664,472,66.84388632
672,472,68.64217091
680,472,70.3918796
688,472,72.08517228
696,472,73.71359378
704,472,75.26816209
712,472,76.73948613
720,472,78.11791192
728,472,79.39369493
736,472,80.55719408
744,472,81.59908191
752,472,82.51056339
760,472,83.28359543
768,472,83.91109775
776,472,84.38714631
784,472,84.70714038
792,472,84.86793539
0,480,-84.86793539
8,480,-84.70714038
16,480,-84.38714631
24,480,-83.91109775
32,480,-83.28359543
40,480,-82.51056339
48,480,-81.59908191
56,480,-80.55719408
64,480,-79.39369493
72,480,-78.11791192
80,480,-76.73948613
88,480,-75.26816209
96,480,-73.71359378
104,480,-72.08517228
112,480,-70.3918796
120,480,-68.64217091
128,480,-66.84388632
136,480,-65.00419157
144,480,-63.12954569
152,480,-61.22569309
160,480,-59.29767627
168,480,-57.3498656
176,480,-55.38600196
184,480,-53.40924844
192,480,-51.42224762
200,480,-49.42718118
208,480,-47.42582931
216,480,-45.41962791
224,480,-43.40972201
232,480,-41.39701436
240,480,-39.38220874
248,480,-37.36584776
256,480,-35.34834512
264,480,-33.33001281
272,480,-31.31108354
280,480,-29.29172902
288,480,-27.27207457
296,480,-25.25221068
304,480,-23.23220198
312,480,-21.21209417
320,480,-19.19191919
328,480,-17.17171717
336,480,-15.15151515
344,480,-13.13131313
352,480,-11.11111111
360,480,-9.090909091
368,480,-7.070707071
376,480,-5.050505051
384,480,-3.03030303
392,480,-1.01010101
400,480,1.01010101
408,480,3.03030303
416,480,5.050505051
424,480,7.070707071
432,480,9.090909091
440,480,11.11111111
448,480,13.13131313
456,480,15.15151515
464,480,17.17171717
472,480,19.19191919
480,480,21.21209417
488,480,23.23220198
496,480,25.25221068
504,480,27.27207457
512,480,29.29172902
520,480,31.31108354
528,480,33.33001281
536,480,35.34834512
544,480,37.36584776
552,480,39.38220874
560,480,41.39701436
568,480,43.40972201
576,480,45.41962791
584,480,47.42582931
592,480,49.42718118
600,480,51.42224762
608,480,53.40924844
616,480,55.38600196
624,480,57.3498656
632,480,59.29767627
640,480,61.22569309
648,480,63.12954569
656,480,65.00419157
664,480,66.84388632
672,480,68.64217091
680,480,70.3918796
688,480,72.08517228
696,480,73.71359378
704,480,75.26816209
712,480,76.73948613
720,480,78.11791192
728,480,79.39369493
736,480,80.55719408
744,480,81.59908191
752,480,82.51056339
760,480,83.28359543
768,480,83.91109775
776,480,84.38714631
784,480,84.70714038
792,480,84.86793539
0,488,-84.86793539
8,488,-84.70714038
16,488,-84.38714631
24,488,-83.91109775
32,488,-83.28359543
40,488,-82.51056339
48,488,-81.59908191
56,488,-80.55719408
64,488,-79.39369493
72,488,-78.11791192
80,488,-76.73948613
88,488,-75.26816209
96,488,-73.71359378
104,488,-72.08517228
112,488,-70.3918796
120,488,-68.64217091
128,488,-66.84388632
136,488,-65.00419157
144,488,-63.12954569
152,488,-61.22569309
160,488,-59.29767627
168,488,-57.3498656
176,488,-55.38600196
184,488,-53.40924844
192,488,-51.42224762
200,488,-49.42718118
208,488,-47.42582931
216,488,-45.41962791
224,488,-43.40972201
232,488,-41.39701436
240,488,-39.38220874
248,488,-37.36584776
256,488,-35.34834512
264,488,-33.33001281
272,488,-31.31108354
280,488,-29.29172902
288,488,-27.27207457
296,488,-25.25221068
304,488,-23.23220198
312,488,-21.21209417
320,488,-19.19191919
328,488,-17.17171717
336,488,-15.15151515
344,488,-13.13131313
352,488,-11.11111111
360,488,-9.090909091
368,488,-7.070707071
376,488,-5.050505051
384,488,-3.03030303
392,488,-1.01010101
400,488,1.01010101
408,488,3.03030303
416,488,5.050505051
424,488,7.070707071
432,488,9.090909091
440,488,11.11111111
448,488,13.13131313
456,488,15.15151515
464,488,17.17171717
472,488,19.19191919
480,488,21.21209417
488,488,23.23220198
496,488,25.25221068
504,488,27.27207457
512,488,29.29172902
